date,municipality_id,usage
2017-06-12 12:00:00,6,1235
2017-06-12 12:00:00,7,1413
2017-06-12 12:00:00,8,1368
2017-06-12 12:00:00,9,780
2017-06-12 13:00:00,0,603
2017-06-12 13:00:00,1,354
2017-06-12 13:00:00,2,651
2017-06-12 13:00:00,3,1406
2017-06-12 13:00:00,4,3138
2017-06-12 13:00:00,5,173
2017-06-12 13:00:00,6,1248
2017-06-12 13:00:00,7,1440
2017-06-12 13:00:00,8,1353
2017-06-12 13:00:00,9,798
2017-06-12 14:00:00,0,591
2017-06-12 14:00:00,1,340
2017-06-12 14:00:00,2,621
2017-06-12 14:00:00,3,1383
2017-06-12 14:00:00,4,3093
2017-06-12 14:00:00,5,176
2017-06-12 14:00:00,6,1211
2017-06-12 14:00:00,7,1378
2017-06-12 14:00:00,8,1319
2017-06-12 14:00:00,9,766
2017-06-12 15:00:00,0,566
2017-06-12 15:00:00,1,330
2017-06-12 15:00:00,2,592
2017-06-12 15:00:00,3,1272
2017-06-12 15:00:00,4,2871
2017-06-12 15:00:00,5,149
2017-06-12 15:00:00,6,1149
2017-06-12 15:00:00,7,1303
2017-06-12 15:00:00,8,1269
2017-06-12 15:00:00,9,720
2017-06-12 16:00:00,0,492
2017-06-12 16:00:00,1,282
2017-06-12 16:00:00,2,483
2017-06-12 16:00:00,3,981
2017-06-12 16:00:00,4,2257
2017-06-12 16:00:00,5,120
2017-06-12 16:00:00,6,970
2017-06-12 16:00:00,7,1084
2017-06-12 16:00:00,8,1055
2017-06-12 16:00:00,9,610
2017-06-13 07:00:00,0,206
2017-06-13 07:00:00,1,129
2017-06-13 07:00:00,2,347
2017-06-13 07:00:00,3,541
2017-06-13 07:00:00,4,1070
2017-06-13 07:00:00,5,67
2017-06-13 07:00:00,6,665
2017-06-13 07:00:00,7,726
2017-06-13 07:00:00,8,539
2017-06-13 07:00:00,9,388
2017-06-13 08:00:00,0,285
2017-06-13 08:00:00,1,155
2017-06-13 08:00:00,2,378
2017-06-13 08:00:00,3,736
2017-06-13 08:00:00,4,1600
2017-06-13 08:00:00,5,74
2017-06-13 08:00:00,6,751
2017-06-13 08:00:00,7,791
2017-06-13 08:00:00,8,663
2017-06-13 08:00:00,9,422
2017-06-13 09:00:00,0,461
2017-06-13 09:00:00,1,250
2017-06-13 09:00:00,2,483
2017-06-13 09:00:00,3,1249
2017-06-13 09:00:00,4,2818
2017-06-13 09:00:00,5,136
2017-06-13 09:00:00,6,992
2017-06-13 09:00:00,7,1061
2017-06-13 09:00:00,8,1074
2017-06-13 09:00:00,9,587
2017-06-13 10:00:00,0,505
2017-06-13 10:00:00,1,278
2017-06-13 10:00:00,2,525
2017-06-13 10:00:00,3,1331
2017-06-13 10:00:00,4,3026
2017-06-13 10:00:00,5,175
2017-06-13 10:00:00,6,1082
2017-06-13 10:00:00,7,1174
2017-06-13 10:00:00,8,1161
2017-06-13 10:00:00,9,658
2017-06-13 11:00:00,0,597
2017-06-13 11:00:00,1,352
2017-06-13 11:00:00,2,577
2017-06-13 11:00:00,3,1434
2017-06-13 11:00:00,4,3219
2017-06-13 11:00:00,5,239
2017-06-13 11:00:00,6,1170
2017-06-13 11:00:00,7,1343
2017-06-13 11:00:00,8,1310
2017-06-13 11:00:00,9,775
2017-06-13 12:00:00,0,600
2017-06-13 12:00:00,1,351
2017-06-13 12:00:00,2,587
2017-06-13 12:00:00,3,1437
2017-06-13 12:00:00,4,3231
2017-06-13 12:00:00,5,240
2017-06-13 12:00:00,6,1192
2017-06-13 12:00:00,7,1364
2017-06-13 12:00:00,8,1321
2017-06-13 12:00:00,9,786
2017-06-13 13:00:00,0,612
2017-06-13 13:00:00,1,353
2017-06-13 13:00:00,2,610
2017-06-13 13:00:00,3,1437
2017-06-13 13:00:00,4,3205
2017-06-13 13:00:00,5,223
2017-06-13 13:00:00,6,1228
2017-06-13 13:00:00,7,1385
2017-06-13 13:00:00,8,1318
2017-06-13 13:00:00,9,797
2017-06-13 14:00:00,0,577
2017-06-13 14:00:00,1,334
2017-06-13 14:00:00,2,586
2017-06-13 14:00:00,3,1375
2017-06-13 14:00:00,4,3064
2017-06-13 14:00:00,5,190
2017-06-13 14:00:00,6,1195
2017-06-13 14:00:00,7,1362
2017-06-13 14:00:00,8,1276
2017-06-13 14:00:00,9,785
2017-06-13 15:00:00,0,563
2017-06-13 15:00:00,1,324
2017-06-13 15:00:00,2,557
2017-06-13 15:00:00,3,1344
2017-06-13 15:00:00,4,2954
2017-06-13 15:00:00,5,171
2017-06-13 15:00:00,6,1150
2017-06-13 15:00:00,7,1297
2017-06-13 15:00:00,8,1246
2017-06-13 15:00:00,9,749
2017-06-13 16:00:00,0,521
2017-06-13 16:00:00,1,326
2017-06-13 16:00:00,2,508
2017-06-13 16:00:00,3,1213
2017-06-13 16:00:00,4,2642
2017-06-13 16:00:00,5,141
2017-06-13 16:00:00,6,1026
2017-06-13 16:00:00,7,1214
2017-06-13 16:00:00,8,1161
2017-06-13 16:00:00,9,715
2017-06-14 08:00:00,0,277
2017-06-14 08:00:00,1,130
2017-06-14 08:00:00,2,354
2017-06-14 08:00:00,3,698
2017-06-14 08:00:00,4,1416
2017-06-14 08:00:00,5,66
2017-06-14 08:00:00,6,775
2017-06-14 08:00:00,7,770
2017-06-14 08:00:00,8,655
2017-06-14 08:00:00,9,425
2017-06-14 09:00:00,0,462
2017-06-14 09:00:00,1,193
2017-06-14 09:00:00,2,448
2017-06-14 09:00:00,3,1019
2017-06-14 09:00:00,4,2213
2017-06-14 09:00:00,5,109
2017-06-14 09:00:00,6,1013
2017-06-14 09:00:00,7,964
2017-06-14 09:00:00,8,919
2017-06-14 09:00:00,9,525
2017-06-14 10:00:00,0,583
2017-06-14 10:00:00,1,246
2017-06-14 10:00:00,2,498
2017-06-14 10:00:00,3,1201
2017-06-14 10:00:00,4,2594
2017-06-14 10:00:00,5,166
2017-06-14 10:00:00,6,1150
2017-06-14 10:00:00,7,1111
2017-06-14 10:00:00,8,1067
2017-06-14 10:00:00,9,622
2017-06-14 11:00:00,0,662
2017-06-14 11:00:00,1,282
2017-06-14 11:00:00,2,540
2017-06-14 11:00:00,3,1248
2017-06-14 11:00:00,4,2698
2017-06-14 11:00:00,5,229
2017-06-14 11:00:00,6,1237
2017-06-14 11:00:00,7,1202
2017-06-14 11:00:00,8,1142
2017-06-14 11:00:00,9,671
2017-06-14 12:00:00,0,690
2017-06-14 12:00:00,1,304
2017-06-14 12:00:00,2,544
2017-06-14 12:00:00,3,1249
2017-06-14 12:00:00,4,2684
2017-06-14 12:00:00,5,233
2017-06-14 12:00:00,6,1253
2017-06-14 12:00:00,7,1242
2017-06-14 12:00:00,8,1183
2017-06-14 12:00:00,9,712
2017-06-14 13:00:00,0,712
2017-06-14 13:00:00,1,324
2017-06-14 13:00:00,2,553
2017-06-14 13:00:00,3,1234
2017-06-14 13:00:00,4,2638
2017-06-14 13:00:00,5,214
2017-06-14 13:00:00,6,1269
2017-06-14 13:00:00,7,1269
2017-06-14 13:00:00,8,1213
2017-06-14 13:00:00,9,726
2017-06-14 14:00:00,0,684
2017-06-14 14:00:00,1,323
2017-06-14 14:00:00,2,555
2017-06-14 14:00:00,3,1200
2017-06-14 14:00:00,4,2541
2017-06-14 14:00:00,5,191
2017-06-14 14:00:00,6,1232
2017-06-14 14:00:00,7,1256
2017-06-14 14:00:00,8,1207
2017-06-14 14:00:00,9,710
2017-06-14 15:00:00,0,608
2017-06-14 15:00:00,1,308
2017-06-14 15:00:00,2,523
2017-06-14 15:00:00,3,1143
2017-06-14 15:00:00,4,2391
2017-06-14 15:00:00,5,180
2017-06-14 15:00:00,6,1134
2017-06-14 15:00:00,7,1193
2017-06-14 15:00:00,8,1131
2017-06-14 15:00:00,9,679
2017-06-14 16:00:00,0,448
2017-06-14 16:00:00,1,260
2017-06-14 16:00:00,2,473
2017-06-14 16:00:00,3,978
2017-06-14 16:00:00,4,2066
2017-06-14 16:00:00,5,147
2017-06-14 16:00:00,6,949
2017-06-14 16:00:00,7,1057
2017-06-14 16:00:00,8,1032
2017-06-14 16:00:00,9,593
2017-06-15 08:00:00,0,141
2017-06-15 08:00:00,1,116
2017-06-15 08:00:00,2,271
2017-06-15 08:00:00,3,351
2017-06-15 08:00:00,4,611
2017-06-15 08:00:00,5,72
2017-06-15 08:00:00,6,549
2017-06-15 08:00:00,7,640
2017-06-15 08:00:00,8,460
2017-06-15 08:00:00,9,378
2017-06-15 09:00:00,0,212
2017-06-15 09:00:00,1,176
2017-06-15 09:00:00,2,299
2017-06-15 09:00:00,3,446
2017-06-15 09:00:00,4,746
2017-06-15 09:00:00,5,110
2017-06-15 09:00:00,6,610
2017-06-15 09:00:00,7,769
2017-06-15 09:00:00,8,554
2017-06-15 09:00:00,9,479
2017-06-15 10:00:00,0,310
2017-06-15 10:00:00,1,239
2017-06-15 10:00:00,2,334
2017-06-15 10:00:00,3,561
2017-06-15 10:00:00,4,952
2017-06-15 10:00:00,5,180
2017-06-15 10:00:00,6,713
2017-06-15 10:00:00,7,928
2017-06-15 10:00:00,8,679
2017-06-15 10:00:00,9,603
2017-06-15 11:00:00,0,417
2017-06-15 11:00:00,1,299
2017-06-15 11:00:00,2,336
2017-06-15 11:00:00,3,638
2017-06-15 11:00:00,4,1096
2017-06-15 11:00:00,5,248
2017-06-15 11:00:00,6,765
2017-06-15 11:00:00,7,1009
2017-06-15 11:00:00,8,759
2017-06-15 11:00:00,9,682
2017-06-15 12:00:00,0,506
2017-06-15 12:00:00,1,344
2017-06-15 12:00:00,2,344
2017-06-15 12:00:00,3,717
2017-06-15 12:00:00,4,1258
2017-06-15 12:00:00,5,306
2017-06-15 12:00:00,6,835
2017-06-15 12:00:00,7,1132
2017-06-15 12:00:00,8,826
2017-06-15 12:00:00,9,797
2017-06-15 13:00:00,0,554
2017-06-15 13:00:00,1,354
2017-06-15 13:00:00,2,425
2017-06-15 13:00:00,3,857
2017-06-15 13:00:00,4,1450
2017-06-15 13:00:00,5,361
2017-06-15 13:00:00,6,1006
2017-06-15 13:00:00,7,1294
2017-06-15 13:00:00,8,907
2017-06-15 13:00:00,9,878
2017-06-15 14:00:00,0,556
2017-06-15 14:00:00,1,354
2017-06-15 14:00:00,2,489
2017-06-15 14:00:00,3,889
2017-06-15 14:00:00,4,1481
2017-06-15 14:00:00,5,418
2017-06-15 14:00:00,6,1071
2017-06-15 14:00:00,7,1410
2017-06-15 14:00:00,8,939
2017-06-15 14:00:00,9,930
2017-06-15 15:00:00,0,535
2017-06-15 15:00:00,1,354
2017-06-15 15:00:00,2,507
2017-06-15 15:00:00,3,914
2017-06-15 15:00:00,4,1518
2017-06-15 15:00:00,5,451
2017-06-15 15:00:00,6,1069
2017-06-15 15:00:00,7,1422
2017-06-15 15:00:00,8,961
2017-06-15 15:00:00,9,936
2017-06-15 16:00:00,0,508
2017-06-15 16:00:00,1,353
2017-06-15 16:00:00,2,506
2017-06-15 16:00:00,3,862
2017-06-15 16:00:00,4,1408
2017-06-15 16:00:00,5,421
2017-06-15 16:00:00,6,1058
2017-06-15 16:00:00,7,1411
2017-06-15 16:00:00,8,974
2017-06-15 16:00:00,9,914
2017-06-16 08:00:00,0,255
2017-06-16 08:00:00,1,166
2017-06-16 08:00:00,2,274
2017-06-16 08:00:00,3,333
2017-06-16 08:00:00,4,617
2017-06-16 08:00:00,5,57
2017-06-16 08:00:00,6,674
2017-06-16 08:00:00,7,755
2017-06-16 08:00:00,8,573
2017-06-16 08:00:00,9,490
2017-06-16 09:00:00,0,521
2017-06-16 09:00:00,1,345
2017-06-16 09:00:00,2,409
2017-06-16 09:00:00,3,529
2017-06-16 09:00:00,4,1113
2017-06-16 09:00:00,5,66
2017-06-16 09:00:00,6,930
2017-06-16 09:00:00,7,1120
2017-06-16 09:00:00,8,832
2017-06-16 09:00:00,9,720
2017-06-16 10:00:00,0,601
2017-06-16 10:00:00,1,354
2017-06-16 10:00:00,2,480
2017-06-16 10:00:00,3,752
2017-06-16 10:00:00,4,1507
2017-06-16 10:00:00,5,66
2017-06-16 10:00:00,6,1073
2017-06-16 10:00:00,7,1216
2017-06-16 10:00:00,8,888
2017-06-16 10:00:00,9,749
2017-06-16 11:00:00,0,639
2017-06-16 11:00:00,1,354
2017-06-16 11:00:00,2,557
2017-06-16 11:00:00,3,869
2017-06-16 11:00:00,4,1656
2017-06-16 11:00:00,5,65
2017-06-16 11:00:00,6,1172
2017-06-16 11:00:00,7,1310
2017-06-16 11:00:00,8,905
2017-06-16 11:00:00,9,762
2017-06-16 12:00:00,0,678
2017-06-16 12:00:00,1,354
2017-06-16 12:00:00,2,633
2017-06-16 12:00:00,3,977
2017-06-16 12:00:00,4,1843
2017-06-16 12:00:00,5,114
2017-06-16 12:00:00,6,1278
2017-06-16 12:00:00,7,1417
2017-06-16 12:00:00,8,915
2017-06-16 12:00:00,9,793
2017-06-16 13:00:00,0,666
2017-06-16 13:00:00,1,354
2017-06-16 13:00:00,2,649
2017-06-16 13:00:00,3,974
2017-06-16 13:00:00,4,1790
2017-06-16 13:00:00,5,155
2017-06-16 13:00:00,6,1288
2017-06-16 13:00:00,7,1458
2017-06-16 13:00:00,8,945
2017-06-16 13:00:00,9,818
2017-06-16 14:00:00,0,551
2017-06-16 14:00:00,1,354
2017-06-16 14:00:00,2,592
2017-06-16 14:00:00,3,880
2017-06-16 14:00:00,4,1532
2017-06-16 14:00:00,5,189
2017-06-16 14:00:00,6,1074
2017-06-16 14:00:00,7,1359
2017-06-16 14:00:00,8,901
2017-06-16 14:00:00,9,776
2017-06-16 15:00:00,0,459
2017-06-16 15:00:00,1,315
2017-06-16 15:00:00,2,529
2017-06-16 15:00:00,3,723
2017-06-16 15:00:00,4,1208
2017-06-16 15:00:00,5,201
2017-06-16 15:00:00,6,939
2017-06-16 15:00:00,7,1232
2017-06-16 15:00:00,8,831
2017-06-16 15:00:00,9,712
2017-06-16 16:00:00,0,338
2017-06-16 16:00:00,1,262
2017-06-16 16:00:00,2,390
2017-06-16 16:00:00,3,479
2017-06-16 16:00:00,4,787
2017-06-16 16:00:00,5,163
2017-06-16 16:00:00,6,696
2017-06-16 16:00:00,7,965
2017-06-16 16:00:00,8,727
2017-06-16 16:00:00,9,584
2017-06-17 08:00:00,0,241
2017-06-17 08:00:00,1,118
2017-06-17 08:00:00,2,303
2017-06-17 08:00:00,3,648
2017-06-17 08:00:00,4,1374
2017-06-17 08:00:00,5,63
2017-06-17 08:00:00,6,674
2017-06-17 08:00:00,7,672
2017-06-17 08:00:00,8,627
2017-06-17 08:00:00,9,378
2017-06-17 09:00:00,0,352
2017-06-17 09:00:00,1,171
2017-06-17 09:00:00,2,395
2017-06-17 09:00:00,3,949
2017-06-17 09:00:00,4,2165
2017-06-17 09:00:00,5,85
2017-06-17 09:00:00,6,862
2017-06-17 09:00:00,7,862
2017-06-17 09:00:00,8,926
2017-06-17 09:00:00,9,476
2017-06-17 10:00:00,0,453
2017-06-17 10:00:00,1,242
2017-06-17 10:00:00,2,494
2017-06-17 10:00:00,3,1191
2017-06-17 10:00:00,4,2730
2017-06-17 10:00:00,5,128
2017-06-17 10:00:00,6,1017
2017-06-17 10:00:00,7,1080
2017-06-17 10:00:00,8,1147
2017-06-17 10:00:00,9,595
2017-06-17 11:00:00,0,538
2017-06-17 11:00:00,1,285
2017-06-17 11:00:00,2,538
2017-06-17 11:00:00,3,1276
2017-06-17 11:00:00,4,2893
2017-06-17 11:00:00,5,162
2017-06-17 11:00:00,6,1114
2017-06-17 11:00:00,7,1199
2017-06-17 11:00:00,8,1243
2017-06-17 11:00:00,9,670
2017-06-17 12:00:00,0,586
2017-06-17 12:00:00,1,292
2017-06-17 12:00:00,2,549
2017-06-17 12:00:00,3,1301
2017-06-17 12:00:00,4,2958
2017-06-17 12:00:00,5,168
2017-06-17 12:00:00,6,1181
2017-06-17 12:00:00,7,1256
2017-06-17 12:00:00,8,1290
2017-06-17 12:00:00,9,717
2017-06-17 13:00:00,0,597
2017-06-17 13:00:00,1,298
2017-06-17 13:00:00,2,556
2017-06-17 13:00:00,3,1287
2017-06-17 13:00:00,4,2926
2017-06-17 13:00:00,5,166
2017-06-17 13:00:00,6,1200
2017-06-17 13:00:00,7,1268
2017-06-17 13:00:00,8,1301
2017-06-17 13:00:00,9,721
2017-06-17 14:00:00,0,603
2017-06-17 14:00:00,1,300
2017-06-17 14:00:00,2,566
2017-06-17 14:00:00,3,1286
2017-06-17 14:00:00,4,2890
2017-06-17 14:00:00,5,170
2017-06-17 14:00:00,6,1214
2017-06-17 14:00:00,7,1278
2017-06-17 14:00:00,8,1297
2017-06-17 14:00:00,9,721
2017-06-17 15:00:00,0,585
2017-06-17 15:00:00,1,268
2017-06-17 15:00:00,2,529
2017-06-17 15:00:00,3,1183
2017-06-17 15:00:00,4,2609
2017-06-17 15:00:00,5,130
2017-06-17 15:00:00,6,1157
2017-06-17 15:00:00,7,1184
2017-06-17 15:00:00,8,1205
2017-06-17 15:00:00,9,664
2017-06-17 16:00:00,0,609
2017-06-17 16:00:00,1,243
2017-06-17 16:00:00,2,464
2017-06-17 16:00:00,3,952
2017-06-17 16:00:00,4,2147
2017-06-17 16:00:00,5,119
2017-06-17 16:00:00,6,1151
2017-06-17 16:00:00,7,1062
2017-06-17 16:00:00,8,1111
2017-06-17 16:00:00,9,607
2017-06-18 08:00:00,0,304
2017-06-18 08:00:00,1,185
2017-06-18 08:00:00,2,337
2017-06-18 08:00:00,3,742
2017-06-18 08:00:00,4,1515
2017-06-18 08:00:00,5,69
2017-06-18 08:00:00,6,763
2017-06-18 08:00:00,7,839
2017-06-18 08:00:00,8,787
2017-06-18 08:00:00,9,511
2017-06-18 09:00:00,0,458
2017-06-18 09:00:00,1,240
2017-06-18 09:00:00,2,438
2017-06-18 09:00:00,3,1101
2017-06-18 09:00:00,4,2445
2017-06-18 09:00:00,5,100
2017-06-18 09:00:00,6,993
2017-06-18 09:00:00,7,1041
2017-06-18 09:00:00,8,1087
2017-06-18 09:00:00,9,612
2017-06-18 10:00:00,0,580
2017-06-18 10:00:00,1,318
2017-06-18 10:00:00,2,544
2017-06-18 10:00:00,3,1327
2017-06-18 10:00:00,4,2953
2017-06-18 10:00:00,5,187
2017-06-18 10:00:00,6,1194
2017-06-18 10:00:00,7,1291
2017-06-18 10:00:00,8,1335
2017-06-18 10:00:00,9,756
2017-06-18 11:00:00,0,649
2017-06-18 11:00:00,1,343
2017-06-18 11:00:00,2,587
2017-06-18 11:00:00,3,1379
2017-06-18 11:00:00,4,3091
2017-06-18 11:00:00,5,237
2017-06-18 11:00:00,6,1283
2017-06-18 11:00:00,7,1377
2017-06-18 11:00:00,8,1406
2017-06-18 11:00:00,9,799
2017-06-18 12:00:00,0,687
2017-06-18 12:00:00,1,345
2017-06-18 12:00:00,2,605
2017-06-18 12:00:00,3,1418
2017-06-18 12:00:00,4,3125
2017-06-18 12:00:00,5,240
2017-06-18 12:00:00,6,1332
2017-06-18 12:00:00,7,1406
2017-06-18 12:00:00,8,1415
2017-06-18 12:00:00,9,814
2017-06-18 13:00:00,0,697
2017-06-18 13:00:00,1,349
2017-06-18 13:00:00,2,625
2017-06-18 13:00:00,3,1418
2017-06-18 13:00:00,4,3140
2017-06-18 13:00:00,5,246
2017-06-18 13:00:00,6,1351
2017-06-18 13:00:00,7,1423
2017-06-18 13:00:00,8,1418
2017-06-18 13:00:00,9,815
2017-06-18 14:00:00,0,691
2017-06-18 14:00:00,1,341
2017-06-18 14:00:00,2,594
2017-06-18 14:00:00,3,1381
2017-06-18 14:00:00,4,3052
2017-06-18 14:00:00,5,209
2017-06-18 14:00:00,6,1318
2017-06-18 14:00:00,7,1367
2017-06-18 14:00:00,8,1372
2017-06-18 14:00:00,9,782
2017-06-18 15:00:00,0,679
2017-06-18 15:00:00,1,327
2017-06-18 15:00:00,2,563
2017-06-18 15:00:00,3,1338
2017-06-18 15:00:00,4,2957
2017-06-18 15:00:00,5,174
2017-06-18 15:00:00,6,1278
2017-06-18 15:00:00,7,1310
2017-06-18 15:00:00,8,1328
2017-06-18 15:00:00,9,756
2017-06-18 16:00:00,0,630
2017-06-18 16:00:00,1,266
2017-06-18 16:00:00,2,477
2017-06-18 16:00:00,3,1173
2017-06-18 16:00:00,4,2442
2017-06-18 16:00:00,5,133
2017-06-18 16:00:00,6,1163
2017-06-18 16:00:00,7,1117
2017-06-18 16:00:00,8,1113
2017-06-18 16:00:00,9,649
2017-06-19 08:00:00,0,548
2017-06-19 08:00:00,1,215
2017-06-19 08:00:00,2,399
2017-06-19 08:00:00,3,965
2017-06-19 08:00:00,4,2036
2017-06-19 08:00:00,5,68
2017-06-19 08:00:00,6,1016
2017-06-19 08:00:00,7,919
2017-06-19 08:00:00,8,949
2017-06-19 08:00:00,9,529
2017-06-19 09:00:00,0,665
2017-06-19 09:00:00,1,294
2017-06-19 09:00:00,2,517
2017-06-19 09:00:00,3,1271
2017-06-19 09:00:00,4,2713
2017-06-19 09:00:00,5,114
2017-06-19 09:00:00,6,1219
2017-06-19 09:00:00,7,1185
2017-06-19 09:00:00,8,1228
2017-06-19 09:00:00,9,677
2017-06-19 10:00:00,0,751
2017-06-19 10:00:00,1,348
2017-06-19 10:00:00,2,600
2017-06-19 10:00:00,3,1417
2017-06-19 10:00:00,4,3033
2017-06-19 10:00:00,5,165
2017-06-19 10:00:00,6,1355
2017-06-19 10:00:00,7,1358
2017-06-19 10:00:00,8,1366
2017-06-19 10:00:00,9,767
2017-06-19 11:00:00,0,766
2017-06-19 11:00:00,1,347
2017-06-19 11:00:00,2,620
2017-06-19 11:00:00,3,1446
2017-06-19 11:00:00,4,3107
2017-06-19 11:00:00,5,190
2017-06-19 11:00:00,6,1411
2017-06-19 11:00:00,7,1399
2017-06-19 11:00:00,8,1381
2017-06-19 11:00:00,9,788
2017-06-19 12:00:00,0,793
2017-06-19 12:00:00,1,354
2017-06-19 12:00:00,2,650
2017-06-19 12:00:00,3,1448
2017-06-19 12:00:00,4,3092
2017-06-19 12:00:00,5,180
2017-06-19 12:00:00,6,1454
2017-06-19 12:00:00,7,1455
2017-06-19 12:00:00,8,1360
2017-06-19 12:00:00,9,814
2017-06-19 13:00:00,0,786
2017-06-19 13:00:00,1,354
2017-06-19 13:00:00,2,656
2017-06-19 13:00:00,3,1428
2017-06-19 13:00:00,4,3049
2017-06-19 13:00:00,5,176
2017-06-19 13:00:00,6,1445
2017-06-19 13:00:00,7,1458
2017-06-19 13:00:00,8,1366
2017-06-19 13:00:00,9,819
2017-06-19 14:00:00,0,769
2017-06-19 14:00:00,1,353
2017-06-19 14:00:00,2,626
2017-06-19 14:00:00,3,1385
2017-06-19 14:00:00,4,2940
2017-06-19 14:00:00,5,165
2017-06-19 14:00:00,6,1394
2017-06-19 14:00:00,7,1401
2017-06-19 14:00:00,8,1318
2017-06-19 14:00:00,9,784
2017-06-19 15:00:00,0,738
2017-06-19 15:00:00,1,336
2017-06-19 15:00:00,2,541
2017-06-19 15:00:00,3,1284
2017-06-19 15:00:00,4,2684
2017-06-19 15:00:00,5,136
2017-06-19 15:00:00,6,1261
2017-06-19 15:00:00,7,1260
2017-06-19 15:00:00,8,1225
2017-06-19 15:00:00,9,728
2017-06-19 16:00:00,0,668
2017-06-19 16:00:00,1,289
2017-06-19 16:00:00,2,486
2017-06-19 16:00:00,3,1037
2017-06-19 16:00:00,4,2231
2017-06-19 16:00:00,5,119
2017-06-19 16:00:00,6,1161
2017-06-19 16:00:00,7,1133
2017-06-19 16:00:00,8,1093
2017-06-19 16:00:00,9,656
2017-06-22 07:00:00,0,79
2017-06-22 07:00:00,1,61
2017-06-22 07:00:00,2,260
2017-06-22 07:00:00,3,279
2017-06-22 07:00:00,4,481
2017-06-22 07:00:00,5,66
2017-06-22 07:00:00,6,513
2017-06-22 07:00:00,7,553
2017-06-22 07:00:00,8,358
2017-06-22 07:00:00,9,302
2017-06-22 08:00:00,0,106
2017-06-22 08:00:00,1,83
2017-06-22 08:00:00,2,286
2017-06-22 08:00:00,3,350
2017-06-22 08:00:00,4,609
2017-06-22 08:00:00,5,81
2017-06-22 08:00:00,6,544
2017-06-22 08:00:00,7,611
2017-06-22 08:00:00,8,401
2017-06-22 08:00:00,9,334
2017-06-22 09:00:00,0,186
2017-06-22 09:00:00,1,128
2017-06-22 09:00:00,2,326
2017-06-22 09:00:00,3,470
2017-06-22 09:00:00,4,787
2017-06-22 09:00:00,5,139
2017-06-22 09:00:00,6,632
2017-06-22 09:00:00,7,729
2017-06-22 09:00:00,8,471
2017-06-22 09:00:00,9,412
2017-06-22 10:00:00,0,291
2017-06-22 10:00:00,1,187
2017-06-22 10:00:00,2,359
2017-06-22 10:00:00,3,572
2017-06-22 10:00:00,4,976
2017-06-22 10:00:00,5,207
2017-06-22 10:00:00,6,719
2017-06-22 10:00:00,7,846
2017-06-22 10:00:00,8,572
2017-06-22 10:00:00,9,496
2017-06-22 11:00:00,0,421
2017-06-22 11:00:00,1,259
2017-06-22 11:00:00,2,393
2017-06-22 11:00:00,3,651
2017-06-22 11:00:00,4,1141
2017-06-22 11:00:00,5,270
2017-06-22 11:00:00,6,817
2017-06-22 11:00:00,7,988
2017-06-22 11:00:00,8,684
2017-06-22 11:00:00,9,604
2017-06-22 12:00:00,0,558
2017-06-22 12:00:00,1,343
2017-06-22 12:00:00,2,448
2017-06-22 12:00:00,3,755
2017-06-22 12:00:00,4,1313
2017-06-22 12:00:00,5,368
2017-06-22 12:00:00,6,943
2017-06-22 12:00:00,7,1192
2017-06-22 12:00:00,8,810
2017-06-22 12:00:00,9,753
2017-06-22 13:00:00,0,579
2017-06-22 13:00:00,1,353
2017-06-22 13:00:00,2,498
2017-06-22 13:00:00,3,790
2017-06-22 13:00:00,4,1356
2017-06-22 13:00:00,5,417
2017-06-22 13:00:00,6,1025
2017-06-22 13:00:00,7,1309
2017-06-22 13:00:00,8,844
2017-06-22 13:00:00,9,820
2017-06-22 14:00:00,0,576
2017-06-22 14:00:00,1,353
2017-06-22 14:00:00,2,519
2017-06-22 14:00:00,3,816
2017-06-22 14:00:00,4,1371
2017-06-22 14:00:00,5,439
2017-06-22 14:00:00,6,1057
2017-06-22 14:00:00,7,1366
2017-06-22 14:00:00,8,860
2017-06-22 14:00:00,9,860
2017-06-22 15:00:00,0,563
2017-06-22 15:00:00,1,349
2017-06-22 15:00:00,2,525
2017-06-22 15:00:00,3,798
2017-06-22 15:00:00,4,1336
2017-06-22 15:00:00,5,412
2017-06-22 15:00:00,6,1086
2017-06-22 15:00:00,7,1372
2017-06-22 15:00:00,8,889
2017-06-22 15:00:00,9,858
2017-06-22 16:00:00,0,545
2017-06-22 16:00:00,1,313
2017-06-22 16:00:00,2,500
2017-06-22 16:00:00,3,708
2017-06-22 16:00:00,4,1183
2017-06-22 16:00:00,5,349
2017-06-22 16:00:00,6,1082
2017-06-22 16:00:00,7,1315
2017-06-22 16:00:00,8,861
2017-06-22 16:00:00,9,824
2017-06-23 07:00:00,0,89
2017-06-23 07:00:00,1,76
2017-06-23 07:00:00,2,297
2017-06-23 07:00:00,3,306
2017-06-23 07:00:00,4,528
2017-06-23 07:00:00,5,56
2017-06-23 07:00:00,6,588
2017-06-23 07:00:00,7,648
2017-06-23 07:00:00,8,421
2017-06-23 07:00:00,9,360
2017-06-23 08:00:00,0,125
2017-06-23 08:00:00,1,98
2017-06-23 08:00:00,2,306
2017-06-23 08:00:00,3,320
2017-06-23 08:00:00,4,565
2017-06-23 08:00:00,5,60
2017-06-23 08:00:00,6,607
2017-06-23 08:00:00,7,678
2017-06-23 08:00:00,8,443
2017-06-23 08:00:00,9,381
2017-06-23 09:00:00,0,194
2017-06-23 09:00:00,1,135
2017-06-23 09:00:00,2,309
